nohup: ignoring input
Some weights of RobertaModel were not initialized from the model checkpoint at roberta-base and are newly initialized: ['pooler.dense.bias', 'pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
The new embeddings will be initialized from a multivariate normal distribution that has old embeddings' mean and covariance. As described in this article: https://nlp.stanford.edu/~johnhew/vocab-expansion.html. To disable this, use `mean_resizing=False`
/home/ethanbobrik/explainable-misinfo-ai/baseline_model/training/train_twophase.py:540: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler() if use_amp else None
[train] Using device: cuda
[load_dataset] Loading dataset from /home/ethanbobrik/explainable-misinfo-ai/data/processed/final_datasets
[load_dataset] Found parquet files, loading from parquet
[train] Using backbone: roberta-base
[tokenize] Added 4 special tokens to tokenizer.
[lora_utils] Applied PEFT LoRA to encoder.
[train] Detected 12 transformer layers
[Phase 1] Head-only training
  Trainable: 397,063 | Frozen: 124,943,616 | Total: 125,340,679
Phase1 Epoch 2/10:  23%|██▎       | 282/1239 [03:05<02:46,  5.76it/s, Loss=0.6050, Acc=65.51%]
Phase1 Epoch 2/10:  23%|██▎       | 282/1239 [03:05<02:46,  5.76it/s, Loss=0.6052, Acc=65.48%]
Phase1 Epoch 2/10:  23%|██▎       | 283/1239 [03:05<02:36,  6.10it/s, Loss=0.6052, Acc=65.48%]
Phase1 Epoch 2/10:  23%|██▎       | 283/1239 [03:05<02:36,  6.10it/s, Loss=0.6050, Acc=65.50%]
Phase1 Epoch 2/10:  23%|██▎       | 284/1239 [03:05<02:36,  6.09it/s, Loss=0.6050, Acc=65.50%]
Phase1 Epoch 2/10:  23%|██▎       | 284/1239 [03:05<02:36,  6.09it/s, Loss=0.6049, Acc=65.54%]
Phase1 Epoch 2/10:  23%|██▎       | 285/1239 [03:05<02:30,  6.32it/s, Loss=0.6049, Acc=65.54%]
Phase1 Epoch 2/10:  23%|██▎       | 285/1239 [03:05<02:30,  6.32it/s, Loss=0.6052, Acc=65.52%]
Phase1 Epoch 2/10:  23%|██▎       | 286/1239 [03:05<02:27,  6.46it/s, Loss=0.6052, Acc=65.52%]
Phase1 Epoch 2/10:  23%|██▎       | 286/1239 [03:05<02:27,  6.46it/s, Loss=0.6049, Acc=65.55%]
Phase1 Epoch 2/10:  23%|██▎       | 287/1239 [03:05<02:28,  6.41it/s, Loss=0.6049, Acc=65.55%]
Phase1 Epoch 2/10:  23%|██▎       | 287/1239 [03:06<02:28,  6.41it/s, Loss=0.6052, Acc=65.52%]
Phase1 Epoch 2/10:  23%|██▎       | 288/1239 [03:06<02:24,  6.57it/s, Loss=0.6052, Acc=65.52%]
Phase1 Epoch 2/10:  23%|██▎       | 288/1239 [03:06<02:24,  6.57it/s, Loss=0.6047, Acc=65.57%]
Phase1 Epoch 2/10:  23%|██▎       | 289/1239 [03:06<02:22,  6.65it/s, Loss=0.6047, Acc=65.57%]
Phase1 Epoch 2/10:  23%|██▎       | 289/1239 [03:06<02:22,  6.65it/s, Loss=0.6049, Acc=65.56%]
Phase1 Epoch 2/10:  23%|██▎       | 290/1239 [03:06<02:24,  6.56it/s, Loss=0.6049, Acc=65.56%]
Phase1 Epoch 2/10:  23%|██▎       | 290/1239 [03:06<02:24,  6.56it/s, Loss=0.6053, Acc=65.52%]
Phase1 Epoch 2/10:  23%|██▎       | 291/1239 [03:06<02:22,  6.65it/s, Loss=0.6053, Acc=65.52%]
Phase1 Epoch 2/10:  23%|██▎       | 291/1239 [03:06<02:22,  6.65it/s, Loss=0.6054, Acc=65.49%]
Phase1 Epoch 2/10:  24%|██▎       | 292/1239 [03:06<02:22,  6.66it/s, Loss=0.6054, Acc=65.49%]
Phase1 Epoch 2/10:  24%|██▎       | 292/1239 [03:06<02:22,  6.66it/s, Loss=0.6052, Acc=65.50%]
Phase1 Epoch 2/10:  24%|██▎       | 293/1239 [03:06<02:23,  6.57it/s, Loss=0.6052, Acc=65.50%]
Phase1 Epoch 2/10:  24%|██▎       | 293/1239 [03:06<02:23,  6.57it/s, Loss=0.6051, Acc=65.48%]
Phase1 Epoch 2/10:  24%|██▎       | 294/1239 [03:06<02:20,  6.72it/s, Loss=0.6051, Acc=65.48%]
Phase1 Epoch 2/10:  24%|██▎       | 294/1239 [03:07<02:20,  6.72it/s, Loss=0.6050, Acc=65.50%]
Phase1 Epoch 2/10:  24%|██▍       | 295/1239 [03:07<02:19,  6.75it/s, Loss=0.6050, Acc=65.50%]
Phase1 Epoch 2/10:  24%|██▍       | 295/1239 [03:07<02:19,  6.75it/s, Loss=0.6059, Acc=65.41%]
Phase1 Epoch 2/10:  24%|██▍       | 296/1239 [03:07<02:22,  6.62it/s, Loss=0.6059, Acc=65.41%]
Phase1 Epoch 2/10:  24%|██▍       | 296/1239 [03:07<02:22,  6.62it/s, Loss=0.6054, Acc=65.45%]
Phase1 Epoch 2/10:  24%|██▍       | 297/1239 [03:07<02:19,  6.74it/s, Loss=0.6054, Acc=65.45%]
Phase1 Epoch 2/10:  24%|██▍       | 297/1239 [03:07<02:19,  6.74it/s, Loss=0.6053, Acc=65.45%]
Phase1 Epoch 2/10:  24%|██▍       | 298/1239 [03:07<02:20,  6.71it/s, Loss=0.6053, Acc=65.45%]
Phase1 Epoch 2/10:  24%|██▍       | 298/1239 [03:07<02:20,  6.71it/s, Loss=0.6060, Acc=65.40%]
Phase1 Epoch 2/10:  24%|██▍       | 299/1239 [03:07<02:22,  6.58it/s, Loss=0.6060, Acc=65.40%]
Phase1 Epoch 2/10:  24%|██▍       | 299/1239 [03:07<02:22,  6.58it/s, Loss=0.6064, Acc=65.39%]
Phase1 Epoch 2/10:  24%|██▍       | 300/1239 [03:07<02:20,  6.71it/s, Loss=0.6064, Acc=65.39%]
Phase1 Epoch 2/10:  24%|██▍       | 300/1239 [03:07<02:20,  6.71it/s, Loss=0.6060, Acc=65.43%]
Phase1 Epoch 2/10:  24%|██▍       | 301/1239 [03:07<02:20,  6.67it/s, Loss=0.6060, Acc=65.43%]
Phase1 Epoch 2/10:  24%|██▍       | 301/1239 [03:08<02:20,  6.67it/s, Loss=0.6064, Acc=65.38%]
Phase1 Epoch 2/10:  24%|██▍       | 302/1239 [03:08<02:22,  6.56it/s, Loss=0.6064, Acc=65.38%]
Phase1 Epoch 2/10:  24%|██▍       | 302/1239 [03:08<02:22,  6.56it/s, Loss=0.6059, Acc=65.42%]
Phase1 Epoch 2/10:  24%|██▍       | 303/1239 [03:08<02:19,  6.70it/s, Loss=0.6059, Acc=65.42%]
Phase1 Epoch 2/10:  24%|██▍       | 303/1239 [03:08<02:19,  6.70it/s, Loss=0.6057, Acc=65.45%]
Phase1 Epoch 2/10:  25%|██▍       | 304/1239 [03:08<02:20,  6.68it/s, Loss=0.6057, Acc=65.45%]
Phase1 Epoch 2/10:  25%|██▍       | 304/1239 [03:08<02:20,  6.68it/s, Loss=0.6058, Acc=65.45%]
Phase1 Epoch 2/10:  25%|██▍       | 305/1239 [03:08<02:21,  6.58it/s, Loss=0.6058, Acc=65.45%]
Phase1 Epoch 2/10:  25%|██▍       | 305/1239 [03:08<02:21,  6.58it/s, Loss=0.6058, Acc=65.43%]
Phase1 Epoch 2/10:  25%|██▍       | 306/1239 [03:08<02:19,  6.70it/s, Loss=0.6058, Acc=65.43%]
Phase1 Epoch 2/10:  25%|██▍       | 306/1239 [03:08<02:19,  6.70it/s, Loss=0.6053, Acc=65.46%]
Phase1 Epoch 2/10:  25%|██▍       | 307/1239 [03:08<02:20,  6.64it/s, Loss=0.6053, Acc=65.46%]
Phase1 Epoch 2/10:  25%|██▍       | 307/1239 [03:09<02:20,  6.64it/s, Loss=0.6053, Acc=65.49%]
Phase1 Epoch 2/10:  25%|██▍       | 308/1239 [03:09<02:22,  6.56it/s, Loss=0.6053, Acc=65.49%]
Phase1 Epoch 2/10:  25%|██▍       | 308/1239 [03:09<02:22,  6.56it/s, Loss=0.6052, Acc=65.51%]
Phase1 Epoch 2/10:  25%|██▍       | 309/1239 [03:09<02:19,  6.68it/s, Loss=0.6052, Acc=65.51%]
Phase1 Epoch 2/10:  25%|██▍       | 309/1239 [03:09<02:19,  6.68it/s, Loss=0.6058, Acc=65.44%]
Phase1 Epoch 2/10:  25%|██▌       | 310/1239 [03:09<02:19,  6.68it/s, Loss=0.6058, Acc=65.44%]
Phase1 Epoch 2/10:  25%|██▌       | 310/1239 [03:09<02:19,  6.68it/s, Loss=0.6057, Acc=65.44%]
Phase1 Epoch 2/10:  25%|██▌       | 311/1239 [03:09<02:20,  6.60it/s, Loss=0.6057, Acc=65.44%]
Phase1 Epoch 2/10:  25%|██▌       | 311/1239 [03:09<02:20,  6.60it/s, Loss=0.6060, Acc=65.44%]
Phase1 Epoch 2/10:  25%|██▌       | 312/1239 [03:09<02:18,  6.71it/s, Loss=0.6060, Acc=65.44%]
Phase1 Epoch 2/10:  25%|██▌       | 312/1239 [03:09<02:18,  6.71it/s, Loss=0.6061, Acc=65.43%]
Phase1 Epoch 2/10:  25%|██▌       | 313/1239 [03:09<02:16,  6.77it/s, Loss=0.6061, Acc=65.43%]
Phase1 Epoch 2/10:  25%|██▌       | 313/1239 [03:09<02:16,  6.77it/s, Loss=0.6065, Acc=65.39%]
Phase1 Epoch 2/10:  25%|██▌       | 314/1239 [03:09<02:20,  6.59it/s, Loss=0.6065, Acc=65.39%]
Phase1 Epoch 2/10:  25%|██▌       | 314/1239 [03:10<02:20,  6.59it/s, Loss=0.6068, Acc=65.37%]
Phase1 Epoch 2/10:  25%|██▌       | 315/1239 [03:10<02:17,  6.72it/s, Loss=0.6068, Acc=65.37%]
Phase1 Epoch 2/10:  25%|██▌       | 315/1239 [03:10<02:17,  6.72it/s, Loss=0.6067, Acc=65.37%]
Phase1 Epoch 2/10:  26%|██▌       | 316/1239 [03:10<02:16,  6.78it/s, Loss=0.6067, Acc=65.37%]
Phase1 Epoch 2/10:  26%|██▌       | 316/1239 [03:10<02:16,  6.78it/s, Loss=0.6068, Acc=65.36%]
Phase1 Epoch 2/10:  26%|██▌       | 317/1239 [03:10<02:20,  6.58it/s, Loss=0.6068, Acc=65.36%]
Phase1 Epoch 2/10:  26%|██▌       | 317/1239 [03:10<02:20,  6.58it/s, Loss=0.6067, Acc=65.38%]
Phase1 Epoch 2/10:  26%|██▌       | 318/1239 [03:10<02:17,  6.71it/s, Loss=0.6067, Acc=65.38%]
Phase1 Epoch 2/10:  26%|██▌       | 318/1239 [03:10<02:17,  6.71it/s, Loss=0.6066, Acc=65.38%]
Phase1 Epoch 2/10:  26%|██▌       | 319/1239 [03:10<02:15,  6.81it/s, Loss=0.6066, Acc=65.38%]
Phase1 Epoch 2/10:  26%|██▌       | 319/1239 [03:10<02:15,  6.81it/s, Loss=0.6067, Acc=65.40%]
Phase1 Epoch 2/10:  26%|██▌       | 320/1239 [03:10<02:20,  6.55it/s, Loss=0.6067, Acc=65.40%]
Phase1 Epoch 2/10:  26%|██▌       | 320/1239 [03:10<02:20,  6.55it/s, Loss=0.6065, Acc=65.44%]
Phase1 Epoch 2/10:  26%|██▌       | 321/1239 [03:10<02:18,  6.62it/s, Loss=0.6065, Acc=65.44%]
Phase1 Epoch 2/10:  26%|██▌       | 321/1239 [03:11<02:18,  6.62it/s, Loss=0.6067, Acc=65.43%]
Phase1 Epoch 2/10:  26%|██▌       | 322/1239 [03:11<02:16,  6.74it/s, Loss=0.6067, Acc=65.43%]
Phase1 Epoch 2/10:  26%|██▌       | 322/1239 [03:11<02:16,  6.74it/s, Loss=0.6065, Acc=65.45%]
Phase1 Epoch 2/10:  26%|██▌       | 323/1239 [03:11<02:21,  6.48it/s, Loss=0.6065, Acc=65.45%]
Phase1 Epoch 2/10:  26%|██▌       | 323/1239 [03:11<02:21,  6.48it/s, Loss=0.6063, Acc=65.46%]
Phase1 Epoch 2/10:  26%|██▌       | 324/1239 [03:11<02:19,  6.57it/s, Loss=0.6063, Acc=65.46%]
Phase1 Epoch 2/10:  26%|██▌       | 324/1239 [03:11<02:19,  6.57it/s, Loss=0.6065, Acc=65.41%]
Phase1 Epoch 2/10:  26%|██▌       | 325/1239 [03:11<02:16,  6.68it/s, Loss=0.6065, Acc=65.41%]
Phase1 Epoch 2/10:  26%|██▌       | 325/1239 [03:11<02:16,  6.68it/s, Loss=0.6062, Acc=65.45%]
Phase1 Epoch 2/10:  26%|██▋       | 326/1239 [03:11<02:21,  6.46it/s, Loss=0.6062, Acc=65.45%]
Phase1 Epoch 2/10:  26%|██▋       | 326/1239 [03:11<02:21,  6.46it/s, Loss=0.6064, Acc=65.42%]
Phase1 Epoch 2/10:  26%|██▋       | 327/1239 [03:11<02:17,  6.61it/s, Loss=0.6064, Acc=65.42%]
Phase1 Epoch 2/10:  26%|██▋       | 327/1239 [03:12<02:17,  6.61it/s, Loss=0.6063, Acc=65.43%]
Phase1 Epoch 2/10:  26%|██▋       | 328/1239 [03:12<02:14,  6.75it/s, Loss=0.6063, Acc=65.43%]
Phase1 Epoch 2/10:  26%|██▋       | 328/1239 [03:12<02:14,  6.75it/s, Loss=0.6070, Acc=65.38%]
Phase1 Epoch 2/10:  27%|██▋       | 329/1239 [03:12<02:18,  6.55it/s, Loss=0.6070, Acc=65.38%]
Phase1 Epoch 2/10:  27%|██▋       | 329/1239 [03:12<02:18,  6.55it/s, Loss=0.6068, Acc=65.38%]
Phase1 Epoch 2/10:  27%|██▋       | 330/1239 [03:12<02:16,  6.68it/s, Loss=0.6068, Acc=65.38%]
Phase1 Epoch 2/10:  27%|██▋       | 330/1239 [03:12<02:16,  6.68it/s, Loss=0.6063, Acc=65.41%]
Phase1 Epoch 2/10:  27%|██▋       | 331/1239 [03:12<02:15,  6.72it/s, Loss=0.6063, Acc=65.41%]
Phase1 Epoch 2/10:  27%|██▋       | 331/1239 [03:12<02:15,  6.72it/s, Loss=0.6064, Acc=65.40%]
Phase1 Epoch 2/10:  27%|██▋       | 332/1239 [03:12<02:19,  6.50it/s, Loss=0.6064, Acc=65.40%]
Phase1 Epoch 2/10:  27%|██▋       | 332/1239 [03:12<02:19,  6.50it/s, Loss=0.6072, Acc=65.32%]
Phase1 Epoch 2/10:  27%|██▋       | 333/1239 [03:12<02:17,  6.59it/s, Loss=0.6072, Acc=65.32%]
Phase1 Epoch 2/10:  27%|██▋       | 333/1239 [03:12<02:17,  6.59it/s, Loss=0.6070, Acc=65.32%]
Phase1 Epoch 2/10:  27%|██▋       | 334/1239 [03:12<02:12,  6.83it/s, Loss=0.6070, Acc=65.32%]
Phase1 Epoch 2/10:  27%|██▋       | 334/1239 [03:13<02:12,  6.83it/s, Loss=0.6072, Acc=65.31%]
Phase1 Epoch 2/10:  27%|██▋       | 335/1239 [03:13<02:19,  6.48it/s, Loss=0.6072, Acc=65.31%]
Phase1 Epoch 2/10:  27%|██▋       | 335/1239 [03:13<02:19,  6.48it/s, Loss=0.6073, Acc=65.30%]
Phase1 Epoch 2/10:  27%|██▋       | 336/1239 [03:13<02:16,  6.64it/s, Loss=0.6073, Acc=65.30%]
Phase1 Epoch 2/10:  27%|██▋       | 336/1239 [03:13<02:16,  6.64it/s, Loss=0.6074, Acc=65.29%]
Phase1 Epoch 2/10:  27%|██▋       | 337/1239 [03:13<02:09,  6.94it/s, Loss=0.6074, Acc=65.29%]
Phase1 Epoch 2/10:  27%|██▋       | 337/1239 [03:13<02:09,  6.94it/s, Loss=0.6075, Acc=65.29%]
Phase1 Epoch 2/10:  27%|██▋       | 338/1239 [03:13<02:17,  6.57it/s, Loss=0.6075, Acc=65.29%]
Phase1 Epoch 2/10:  27%|██▋       | 338/1239 [03:13<02:17,  6.57it/s, Loss=0.6073, Acc=65.32%]
Phase1 Epoch 2/10:  27%|██▋       | 339/1239 [03:13<02:15,  6.64it/s, Loss=0.6073, Acc=65.32%]
Phase1 Epoch 2/10:  27%|██▋       | 339/1239 [03:13<02:15,  6.64it/s, Loss=0.6070, Acc=65.35%]
Phase1 Epoch 2/10:  27%|██▋       | 340/1239 [03:13<02:11,  6.86it/s, Loss=0.6070, Acc=65.35%]
Phase1 Epoch 2/10:  27%|██▋       | 340/1239 [03:14<02:11,  6.86it/s, Loss=0.6071, Acc=65.34%]
Phase1 Epoch 2/10:  28%|██▊       | 341/1239 [03:14<02:18,  6.50it/s, Loss=0.6071, Acc=65.34%]
Phase1 Epoch 2/10:  28%|██▊       | 341/1239 [03:14<02:18,  6.50it/s, Loss=0.6068, Acc=65.36%]
Phase1 Epoch 2/10:  28%|██▊       | 342/1239 [03:14<02:15,  6.60it/s, Loss=0.6068, Acc=65.36%]
Phase1 Epoch 2/10:  28%|██▊       | 342/1239 [03:14<02:15,  6.60it/s, Loss=0.6067, Acc=65.38%]
Phase1 Epoch 2/10:  28%|██▊       | 343/1239 [03:14<02:09,  6.90it/s, Loss=0.6067, Acc=65.38%]
Phase1 Epoch 2/10:  28%|██▊       | 343/1239 [03:14<02:09,  6.90it/s, Loss=0.6068, Acc=65.35%]
Phase1 Epoch 2/10:  28%|██▊       | 344/1239 [03:14<02:17,  6.50it/s, Loss=0.6068, Acc=65.35%]
Phase1 Epoch 2/10:  28%|██▊       | 344/1239 [03:14<02:17,  6.50it/s, Loss=0.6068, Acc=65.34%]
Phase1 Epoch 2/10:  28%|██▊       | 345/1239 [03:14<02:15,  6.59it/s, Loss=0.6068, Acc=65.34%]
Phase1 Epoch 2/10:  28%|██▊       | 345/1239 [03:14<02:15,  6.59it/s, Loss=0.6067, Acc=65.35%]
Phase1 Epoch 2/10:  28%|██▊       | 346/1239 [03:14<02:08,  6.93it/s, Loss=0.6067, Acc=65.35%]
Phase1 Epoch 2/10:  28%|██▊       | 346/1239 [03:14<02:08,  6.93it/s, Loss=0.6065, Acc=65.37%]
Phase1 Epoch 2/10:  28%|██▊       | 347/1239 [03:14<02:21,  6.32it/s, Loss=0.6065, Acc=65.37%]
Phase1 Epoch 2/10:  28%|██▊       | 347/1239 [03:15<02:21,  6.32it/s, Loss=0.6067, Acc=65.36%]
Phase1 Epoch 2/10:  28%|██▊       | 348/1239 [03:15<02:16,  6.51it/s, Loss=0.6067, Acc=65.36%]
Phase1 Epoch 2/10:  28%|██▊       | 348/1239 [03:15<02:16,  6.51it/s, Loss=0.6068, Acc=65.33%]
Phase1 Epoch 2/10:  28%|██▊       | 349/1239 [03:15<02:13,  6.65it/s, Loss=0.6068, Acc=65.33%]
Phase1 Epoch 2/10:  28%|██▊       | 349/1239 [03:15<02:13,  6.65it/s, Loss=0.6070, Acc=65.30%]
Phase1 Epoch 2/10:  28%|██▊       | 350/1239 [03:15<02:17,  6.46it/s, Loss=0.6070, Acc=65.30%]
Phase1 Epoch 2/10:  28%|██▊       | 350/1239 [03:15<02:17,  6.46it/s, Loss=0.6069, Acc=65.30%]
Phase1 Epoch 2/10:  28%|██▊       | 351/1239 [03:15<02:15,  6.57it/s, Loss=0.6069, Acc=65.30%]
Phase1 Epoch 2/10:  28%|██▊       | 351/1239 [03:15<02:15,  6.57it/s, Loss=0.6073, Acc=65.28%]
Phase1 Epoch 2/10:  28%|██▊       | 352/1239 [03:15<02:12,  6.68it/s, Loss=0.6073, Acc=65.28%]
Phase1 Epoch 2/10:  28%|██▊       | 352/1239 [03:15<02:12,  6.68it/s, Loss=0.6074, Acc=65.28%]
Phase1 Epoch 2/10:  28%|██▊       | 353/1239 [03:15<02:15,  6.52it/s, Loss=0.6074, Acc=65.28%]
Phase1 Epoch 2/10:  28%|██▊       | 353/1239 [03:15<02:15,  6.52it/s, Loss=0.6072, Acc=65.27%]
Phase1 Epoch 2/10:  29%|██▊       | 354/1239 [03:15<02:13,  6.61it/s, Loss=0.6072, Acc=65.27%]
Phase1 Epoch 2/10:  29%|██▊       | 354/1239 [03:16<02:13,  6.61it/s, Loss=0.6070, Acc=65.29%]
Phase1 Epoch 2/10:  29%|██▊       | 355/1239 [03:16<02:11,  6.74it/s, Loss=0.6070, Acc=65.29%]
Phase1 Epoch 2/10:  29%|██▊       | 355/1239 [03:16<02:11,  6.74it/s, Loss=0.6070, Acc=65.30%]
Phase1 Epoch 2/10:  29%|██▊       | 356/1239 [03:16<02:17,  6.41it/s, Loss=0.6070, Acc=65.30%]
Phase1 Epoch 2/10:  29%|██▊       | 356/1239 [03:16<02:17,  6.41it/s, Loss=0.6070, Acc=65.31%]
Phase1 Epoch 2/10:  29%|██▉       | 357/1239 [03:16<02:16,  6.46it/s, Loss=0.6070, Acc=65.31%]
Phase1 Epoch 2/10:  29%|██▉       | 357/1239 [03:16<02:16,  6.46it/s, Loss=0.6072, Acc=65.31%]
Phase1 Epoch 2/10:  29%|██▉       | 358/1239 [03:16<02:13,  6.61it/s, Loss=0.6072, Acc=65.31%]
Phase1 Epoch 2/10:  29%|██▉       | 358/1239 [03:16<02:13,  6.61it/s, Loss=0.6071, Acc=65.33%]
Phase1 Epoch 2/10:  29%|██▉       | 359/1239 [03:16<02:16,  6.43it/s, Loss=0.6071, Acc=65.33%]
Phase1 Epoch 2/10:  29%|██▉       | 359/1239 [03:16<02:16,  6.43it/s, Loss=0.6071, Acc=65.35%]
Phase1 Epoch 2/10:  29%|██▉       | 360/1239 [03:16<02:15,  6.49it/s, Loss=0.6071, Acc=65.35%]
Phase1 Epoch 2/10:  29%|██▉       | 360/1239 [03:17<02:15,  6.49it/s, Loss=0.6071, Acc=65.36%]
Phase1 Epoch 2/10:  29%|██▉       | 361/1239 [03:17<02:12,  6.65it/s, Loss=0.6071, Acc=65.36%]
Phase1 Epoch 2/10:  29%|██▉       | 361/1239 [03:17<02:12,  6.65it/s, Loss=0.6075, Acc=65.31%]
Phase1 Epoch 2/10:  29%|██▉       | 362/1239 [03:17<02:13,  6.59it/s, Loss=0.6075, Acc=65.31%]
Phase1 Epoch 2/10:  29%|██▉       | 362/1239 [03:17<02:13,  6.59it/s, Loss=0.6073, Acc=65.33%]
Phase1 Epoch 2/10:  29%|██▉       | 363/1239 [03:17<02:11,  6.65it/s, Loss=0.6073, Acc=65.33%]
Phase1 Epoch 2/10:  29%|██▉       | 363/1239 [03:17<02:11,  6.65it/s, Loss=0.6074, Acc=65.32%]
Phase1 Epoch 2/10:  29%|██▉       | 364/1239 [03:17<02:08,  6.78it/s, Loss=0.6074, Acc=65.32%]
Phase1 Epoch 2/10:  29%|██▉       | 364/1239 [03:17<02:08,  6.78it/s, Loss=0.6077, Acc=65.30%]
Phase1 Epoch 2/10:  29%|██▉       | 365/1239 [03:17<02:12,  6.59it/s, Loss=0.6077, Acc=65.30%]
Phase1 Epoch 2/10:  29%|██▉       | 365/1239 [03:17<02:12,  6.59it/s, Loss=0.6076, Acc=65.32%]
Phase1 Epoch 2/10:  30%|██▉       | 366/1239 [03:17<02:10,  6.67it/s, Loss=0.6076, Acc=65.32%]
Phase1 Epoch 2/10:  30%|██▉       | 366/1239 [03:17<02:10,  6.67it/s, Loss=0.6075, Acc=65.33%]
Phase1 Epoch 2/10:  30%|██▉       | 367/1239 [03:17<02:08,  6.79it/s, Loss=0.6075, Acc=65.33%]
Phase1 Epoch 2/10:  30%|██▉       | 367/1239 [03:18<02:08,  6.79it/s, Loss=0.6077, Acc=65.30%]
Phase1 Epoch 2/10:  30%|██▉       | 368/1239 [03:18<02:14,  6.49it/s, Loss=0.6077, Acc=65.30%]
Phase1 Epoch 2/10:  30%|██▉       | 368/1239 [03:18<02:14,  6.49it/s, Loss=0.6078, Acc=65.29%]
Phase1 Epoch 2/10:  30%|██▉       | 369/1239 [03:18<02:12,  6.56it/s, Loss=0.6078, Acc=65.29%]
Phase1 Epoch 2/10:  30%|██▉       | 369/1239 [03:18<02:12,  6.56it/s, Loss=0.6078, Acc=65.29%]
Phase1 Epoch 2/10:  30%|██▉       | 370/1239 [03:18<02:09,  6.69it/s, Loss=0.6078, Acc=65.29%]
Phase1 Epoch 2/10:  30%|██▉       | 370/1239 [03:18<02:09,  6.69it/s, Loss=0.6076, Acc=65.30%]
Phase1 Epoch 2/10:  30%|██▉       | 371/1239 [03:18<02:12,  6.54it/s, Loss=0.6076, Acc=65.30%]
Phase1 Epoch 2/10:  30%|██▉       | 371/1239 [03:18<02:12,  6.54it/s, Loss=0.6072, Acc=65.34%]
Phase1 Epoch 2/10:  30%|███       | 372/1239 [03:18<02:12,  6.56it/s, Loss=0.6072, Acc=65.34%]
Phase1 Epoch 2/10:  30%|███       | 372/1239 [03:18<02:12,  6.56it/s, Loss=0.6073, Acc=65.35%]
Phase1 Epoch 2/10:  30%|███       | 373/1239 [03:18<02:09,  6.68it/s, Loss=0.6073, Acc=65.35%]
Phase1 Epoch 2/10:  30%|███       | 373/1239 [03:19<02:09,  6.68it/s, Loss=0.6073, Acc=65.35%]
Phase1 Epoch 2/10:  30%|███       | 374/1239 [03:19<02:13,  6.49it/s, Loss=0.6073, Acc=65.35%]
Phase1 Epoch 2/10:  30%|███       | 374/1239 [03:19<02:13,  6.49it/s, Loss=0.6078, Acc=65.29%]
Phase1 Epoch 2/10:  30%|███       | 375/1239 [03:19<02:11,  6.55it/s, Loss=0.6078, Acc=65.29%]
Phase1 Epoch 2/10:  30%|███       | 375/1239 [03:19<02:11,  6.55it/s, Loss=0.6079, Acc=65.25%]
Phase1 Epoch 2/10:  30%|███       | 376/1239 [03:19<02:08,  6.69it/s, Loss=0.6079, Acc=65.25%]
Phase1 Epoch 2/10:  30%|███       | 376/1239 [03:19<02:08,  6.69it/s, Loss=0.6080, Acc=65.24%]
Phase1 Epoch 2/10:  30%|███       | 377/1239 [03:19<02:11,  6.58it/s, Loss=0.6080, Acc=65.24%]
Phase1 Epoch 2/10:  30%|███       | 377/1239 [03:19<02:11,  6.58it/s, Loss=0.6078, Acc=65.24%]
Phase1 Epoch 2/10:  31%|███       | 378/1239 [03:19<02:10,  6.62it/s, Loss=0.6078, Acc=65.24%]
Phase1 Epoch 2/10:  31%|███       | 378/1239 [03:19<02:10,  6.62it/s, Loss=0.6079, Acc=65.24%]
Phase1 Epoch 2/10:  31%|███       | 379/1239 [03:19<02:07,  6.73it/s, Loss=0.6079, Acc=65.24%]
Phase1 Epoch 2/10:  31%|███       | 379/1239 [03:19<02:07,  6.73it/s, Loss=0.6079, Acc=65.23%]
Phase1 Epoch 2/10:  31%|███       | 380/1239 [03:19<02:11,  6.56it/s, Loss=0.6079, Acc=65.23%]
Phase1 Epoch 2/10:  31%|███       | 380/1239 [03:20<02:11,  6.56it/s, Loss=0.6079, Acc=65.22%]
Phase1 Epoch 2/10:  31%|███       | 381/1239 [03:20<02:09,  6.61it/s, Loss=0.6079, Acc=65.22%]
Phase1 Epoch 2/10:  31%|███       | 381/1239 [03:20<02:09,  6.61it/s, Loss=0.6078, Acc=65.25%]
Phase1 Epoch 2/10:  31%|███       | 382/1239 [03:20<02:07,  6.74it/s, Loss=0.6078, Acc=65.25%]
Phase1 Epoch 2/10:  31%|███       | 382/1239 [03:20<02:07,  6.74it/s, Loss=0.6077, Acc=65.27%]
Phase1 Epoch 2/10:  31%|███       | 383/1239 [03:20<02:11,  6.51it/s, Loss=0.6077, Acc=65.27%]
Phase1 Epoch 2/10:  31%|███       | 383/1239 [03:20<02:11,  6.51it/s, Loss=0.6074, Acc=65.32%]
Phase1 Epoch 2/10:  31%|███       | 384/1239 [03:20<02:09,  6.62it/s, Loss=0.6074, Acc=65.32%]
Phase1 Epoch 2/10:  31%|███       | 384/1239 [03:20<02:09,  6.62it/s, Loss=0.6076, Acc=65.29%]
Phase1 Epoch 2/10:  31%|███       | 385/1239 [03:20<02:06,  6.74it/s, Loss=0.6076, Acc=65.29%]
Phase1 Epoch 2/10:  31%|███       | 385/1239 [03:20<02:06,  6.74it/s, Loss=0.6073, Acc=65.32%]
